id,nombre,direccion,correo,salario,nHoras,fehcaIngreso
4400,santiago posada,calle 10 #50-347 medellin,andres@sura.com.co,7554622,45,2005-10-20
4249,andres gallego,carrera50#26-29,isra@sura.com,7413575,45,sin
4980,santiago posada,carrera 19#59-10,cindy@sura.com.co,5208273,43,nan
2849,israel alzate,calle 40#30-30,cindy@sura.com.co,4431061,46,2005-10-20
1799,camila builes,carrera50#26-29,juangalleo@sura.com,2975858,43,sin
715,andres gallego,calle 10 #50-347 medellin,isra@sura.com,9772923,45,2005-10-20
2925,santiago posada,carrera 19#59-10,andres@sura.com.co,5422992,46,2020-07-23
1180,israel alzate,calle 40#30-30,juangalleo@sura.com,6962848,43,2010-03-15
4351,mauro yepes,carrera50#26-29,andres@sura.com.co,8215215,44,2020-07-23
1265,camila builes,carrera50#26-29,cindy@sura.com.co,8677289,45,nan
2958,andres gallego,carrera50#26-29,andres@sura.com.co,4803912,46,2005-10-20
3704,camila builes,calle 40#30-30,juangalleo@sura.com,2567086,44,2010-03-15
1403,andres gallego,carrera 19#59-10,juangalleo@sura.com,6512685,43,1999-05-10
4326,israel alzate,carrera 19#59-10,andres@sura.com.co,5191740,45,2010-03-15
2087,santiago posada,calle 40#30-30,cindy@sura.com.co,7176548,42,2020-07-23
2909,andres gallego,carrera50#26-29,andres@sura.com.co,9704234,44,nan
4138,andres gallego,carrera 20#20-20,andres@sura.com.co,9212817,46,2010-03-15
3371,mauro yepes,carrera 20#20-20,isra@sura.com,8232284,46,-
2670,santiago posada,calle 10 #50-347 medellin,cindy@sura.com.co,7103579,44,-
689,mauro yepes,carrera50#26-29,juangalleo@sura.com,9767603,44,1999-05-10
4553,camila builes,carrera50#26-29,andres@sura.com.co,8280628,44,2005-10-20
2785,andres gallego,calle 40#30-30,cindy@sura.com.co,5453244,44,-
394,santiago posada,calle 40#30-30,andres@sura.com.co,9604771,44,nan
3174,israel alzate,carrera50#26-29,isra@sura.com,3990957,45,2020-07-23
1697,santiago posada,carrera 20#20-20,juangalleo@sura.com,5460646,43,2005-10-20
2424,camila builes,carrera 20#20-20,cindy@sura.com.co,5701909,45,2010-03-15
4540,andres gallego,carrera 19#59-10,andres@sura.com.co,2615336,46,2020-07-23
2693,camila builes,calle 10 #50-347 medellin,juangalleo@sura.com,5009777,46,2020-07-23
2130,santiago posada,carrera 19#59-10,cindy@sura.com.co,6529983,43,sin
2470,israel alzate,carrera50#26-29,isra@sura.com,2607564,44,sin
603,israel alzate,carrera50#26-29,cindy@sura.com.co,5647364,43,-
703,mauro yepes,carrera 19#59-10,isra@sura.com,8556537,46,1999-05-10
1592,israel alzate,calle 10 #50-347 medellin,andres@sura.com.co,8560552,42,-
4697,israel alzate,calle 40#30-30,cindy@sura.com.co,4028869,46,1999-05-10
2414,camila builes,carrera 20#20-20,andres@sura.com.co,2527922,45,sin
1309,santiago posada,calle 40#30-30,andres@sura.com.co,9319073,46,1999-05-10
3502,camila builes,carrera50#26-29,isra@sura.com,5421802,46,1999-05-10
4768,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,6367759,45,2020-07-23
2356,santiago posada,calle 10 #50-347 medellin,juangalleo@sura.com,3740539,44,2005-10-20
2707,mauro yepes,calle 40#30-30,juangalleo@sura.com,5075938,44,1999-05-10
3872,camila builes,carrera 19#59-10,cindy@sura.com.co,2468771,42,2005-10-20
3411,andres gallego,carrera 19#59-10,andres@sura.com.co,6419608,44,2005-10-20
4238,andres gallego,carrera 19#59-10,isra@sura.com,4038117,43,nan
2399,israel alzate,carrera 20#20-20,andres@sura.com.co,5576008,43,2010-03-15
1493,santiago posada,calle 10 #50-347 medellin,andres@sura.com.co,5247984,45,2020-07-23
4054,israel alzate,carrera 19#59-10,cindy@sura.com.co,7575164,45,2010-03-15
4935,camila builes,carrera50#26-29,andres@sura.com.co,4737291,44,2010-03-15
2983,andres gallego,carrera50#26-29,isra@sura.com,5121825,44,-
938,israel alzate,carrera 19#59-10,juangalleo@sura.com,6805348,43,nan
4284,israel alzate,calle 10 #50-347 medellin,isra@sura.com,8412147,45,nan
3318,israel alzate,calle 40#30-30,juangalleo@sura.com,8832871,42,sin
4609,andres gallego,calle 10 #50-347 medellin,juangalleo@sura.com,2440791,43,2010-03-15
3974,mauro yepes,carrera 19#59-10,andres@sura.com.co,4280305,43,2005-10-20
2916,mauro yepes,calle 10 #50-347 medellin,cindy@sura.com.co,6910821,43,nan
4739,mauro yepes,carrera50#26-29,isra@sura.com,6457038,43,1999-05-10
3316,camila builes,carrera 19#59-10,isra@sura.com,9230484,44,sin
3381,mauro yepes,calle 10 #50-347 medellin,andres@sura.com.co,9513662,42,sin
4194,andres gallego,calle 40#30-30,isra@sura.com,4345968,46,nan
2384,santiago posada,calle 40#30-30,andres@sura.com.co,3887587,44,1999-05-10
1806,camila builes,carrera 20#20-20,juangalleo@sura.com,5177957,45,2010-03-15
2215,israel alzate,calle 40#30-30,isra@sura.com,8976016,46,-
651,camila builes,carrera50#26-29,andres@sura.com.co,4013001,45,1999-05-10
4481,santiago posada,carrera 19#59-10,cindy@sura.com.co,5943345,45,-
4810,israel alzate,carrera50#26-29,isra@sura.com,5056071,42,-
941,mauro yepes,calle 40#30-30,cindy@sura.com.co,8654838,42,2020-07-23
2579,andres gallego,carrera 20#20-20,isra@sura.com,5794749,46,2010-03-15
403,mauro yepes,carrera50#26-29,juangalleo@sura.com,4263972,44,1999-05-10
3049,israel alzate,calle 10 #50-347 medellin,andres@sura.com.co,2865694,43,2020-07-23
2727,andres gallego,carrera50#26-29,cindy@sura.com.co,3543618,45,2020-07-23
2535,mauro yepes,carrera 19#59-10,cindy@sura.com.co,5603598,42,nan
4116,santiago posada,carrera 20#20-20,andres@sura.com.co,3759283,46,2020-07-23
2398,israel alzate,calle 10 #50-347 medellin,juangalleo@sura.com,5091154,43,-
3326,andres gallego,carrera 19#59-10,cindy@sura.com.co,8240585,42,2010-03-15
1360,mauro yepes,carrera50#26-29,andres@sura.com.co,5439430,44,sin
2787,israel alzate,calle 40#30-30,andres@sura.com.co,7983753,46,2010-03-15
2556,israel alzate,calle 40#30-30,juangalleo@sura.com,2586248,45,sin
2342,camila builes,carrera50#26-29,andres@sura.com.co,6904275,42,2010-03-15
394,camila builes,carrera 19#59-10,isra@sura.com,3600338,43,1999-05-10
4675,israel alzate,carrera50#26-29,andres@sura.com.co,5212131,46,nan
2427,andres gallego,calle 10 #50-347 medellin,juangalleo@sura.com,6993431,44,2005-10-20
3271,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,3621193,46,2020-07-23
2482,camila builes,carrera 20#20-20,juangalleo@sura.com,8219697,43,nan
3524,santiago posada,carrera 20#20-20,isra@sura.com,9234328,45,2020-07-23
1340,mauro yepes,carrera50#26-29,juangalleo@sura.com,5052534,44,1999-05-10
2235,santiago posada,carrera 19#59-10,andres@sura.com.co,4600904,46,-
4179,mauro yepes,carrera 20#20-20,juangalleo@sura.com,7774911,45,sin
2655,camila builes,carrera 19#59-10,andres@sura.com.co,4616760,46,-
3096,mauro yepes,carrera 20#20-20,juangalleo@sura.com,9284607,42,nan
4812,mauro yepes,carrera50#26-29,juangalleo@sura.com,3339091,45,2010-03-15
2288,mauro yepes,carrera50#26-29,andres@sura.com.co,9522438,45,2010-03-15
1821,santiago posada,carrera 19#59-10,andres@sura.com.co,6704953,45,2010-03-15
2522,santiago posada,carrera50#26-29,andres@sura.com.co,2352220,46,2005-10-20
3535,mauro yepes,calle 40#30-30,isra@sura.com,5340028,46,-
3666,israel alzate,carrera50#26-29,isra@sura.com,6822811,45,nan
1770,andres gallego,calle 10 #50-347 medellin,isra@sura.com,7642196,46,2020-07-23
1944,mauro yepes,carrera 20#20-20,isra@sura.com,7256348,45,2010-03-15
3606,santiago posada,carrera50#26-29,cindy@sura.com.co,3381161,43,2020-07-23
430,camila builes,carrera50#26-29,cindy@sura.com.co,5686416,45,2010-03-15
4102,mauro yepes,calle 40#30-30,andres@sura.com.co,2912648,43,1999-05-10
3776,camila builes,calle 40#30-30,isra@sura.com,9663215,45,-
2350,camila builes,carrera 19#59-10,andres@sura.com.co,5474908,45,sin
3995,camila builes,calle 10 #50-347 medellin,andres@sura.com.co,8546943,46,2010-03-15
2439,mauro yepes,carrera 19#59-10,juangalleo@sura.com,9210612,46,2010-03-15
4169,santiago posada,carrera 19#59-10,juangalleo@sura.com,9470537,42,2020-07-23
2069,andres gallego,carrera 19#59-10,andres@sura.com.co,8851600,44,2005-10-20
2829,santiago posada,carrera 19#59-10,juangalleo@sura.com,6168057,46,sin
2171,santiago posada,carrera50#26-29,juangalleo@sura.com,5216093,42,sin
2867,camila builes,carrera 20#20-20,juangalleo@sura.com,7315390,45,1999-05-10
3896,mauro yepes,carrera 20#20-20,juangalleo@sura.com,9753574,44,2020-07-23
946,camila builes,carrera50#26-29,andres@sura.com.co,4183567,44,2020-07-23
4124,camila builes,carrera 20#20-20,juangalleo@sura.com,9365863,46,sin
1717,camila builes,carrera 19#59-10,isra@sura.com,3660939,44,nan
1580,camila builes,calle 10 #50-347 medellin,juangalleo@sura.com,8283484,45,1999-05-10
4313,israel alzate,carrera50#26-29,andres@sura.com.co,2910636,43,1999-05-10
2619,santiago posada,carrera 19#59-10,isra@sura.com,5279004,46,2010-03-15
4144,camila builes,carrera50#26-29,andres@sura.com.co,8080208,43,2010-03-15
2325,andres gallego,calle 40#30-30,juangalleo@sura.com,5189943,46,sin
1833,mauro yepes,calle 40#30-30,juangalleo@sura.com,4820294,44,-
4614,santiago posada,carrera 19#59-10,juangalleo@sura.com,3193969,46,-
3286,mauro yepes,calle 40#30-30,andres@sura.com.co,9036745,43,1999-05-10
1623,mauro yepes,calle 10 #50-347 medellin,andres@sura.com.co,8187558,42,sin
3564,israel alzate,carrera50#26-29,andres@sura.com.co,6665599,42,2010-03-15
1026,andres gallego,carrera 19#59-10,cindy@sura.com.co,7070847,42,sin
2727,andres gallego,calle 40#30-30,cindy@sura.com.co,6997974,46,1999-05-10
599,camila builes,carrera 20#20-20,andres@sura.com.co,2588966,44,2005-10-20
3878,camila builes,calle 10 #50-347 medellin,cindy@sura.com.co,8773998,44,1999-05-10
4053,santiago posada,carrera 20#20-20,cindy@sura.com.co,8469339,46,1999-05-10
2362,camila builes,carrera 19#59-10,andres@sura.com.co,4544489,42,2020-07-23
2752,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,6671553,44,nan
4108,camila builes,calle 10 #50-347 medellin,juangalleo@sura.com,7401888,43,nan
4922,andres gallego,carrera50#26-29,andres@sura.com.co,4347387,44,1999-05-10
4547,israel alzate,calle 40#30-30,juangalleo@sura.com,8593469,44,2005-10-20
4394,santiago posada,calle 40#30-30,isra@sura.com,4807321,44,2005-10-20
2485,mauro yepes,carrera50#26-29,cindy@sura.com.co,7920959,46,-
3350,israel alzate,carrera50#26-29,juangalleo@sura.com,3916232,44,2005-10-20
1192,camila builes,calle 10 #50-347 medellin,juangalleo@sura.com,5809898,43,1999-05-10
3538,santiago posada,carrera 20#20-20,isra@sura.com,6211238,46,nan
1620,mauro yepes,calle 10 #50-347 medellin,andres@sura.com.co,5175716,44,2020-07-23
3518,santiago posada,carrera 19#59-10,isra@sura.com,5044488,42,1999-05-10
1443,camila builes,carrera 20#20-20,isra@sura.com,3273944,43,sin
2670,santiago posada,carrera 20#20-20,andres@sura.com.co,9583003,42,sin
1255,andres gallego,carrera 19#59-10,isra@sura.com,8592558,46,-
4117,andres gallego,calle 40#30-30,juangalleo@sura.com,8324204,44,2005-10-20
1847,camila builes,calle 10 #50-347 medellin,andres@sura.com.co,5488505,43,1999-05-10
3593,camila builes,carrera50#26-29,juangalleo@sura.com,9337201,45,nan
2628,mauro yepes,carrera 20#20-20,andres@sura.com.co,8854351,42,2020-07-23
4797,mauro yepes,calle 10 #50-347 medellin,andres@sura.com.co,7788362,46,-
4062,israel alzate,carrera 19#59-10,isra@sura.com,8186106,42,nan
1419,mauro yepes,carrera50#26-29,cindy@sura.com.co,7987814,46,2020-07-23
1196,israel alzate,calle 40#30-30,cindy@sura.com.co,3239765,44,-
2438,andres gallego,carrera 20#20-20,andres@sura.com.co,6539987,46,2020-07-23
3796,santiago posada,calle 10 #50-347 medellin,isra@sura.com,6937896,42,sin
4652,andres gallego,calle 40#30-30,andres@sura.com.co,3400522,44,sin
2698,andres gallego,carrera50#26-29,juangalleo@sura.com,6870733,44,1999-05-10
3677,santiago posada,carrera 20#20-20,cindy@sura.com.co,9869777,42,nan
2622,mauro yepes,carrera50#26-29,andres@sura.com.co,4295065,45,nan
4258,santiago posada,calle 10 #50-347 medellin,andres@sura.com.co,8431144,42,2010-03-15
573,mauro yepes,carrera50#26-29,juangalleo@sura.com,7389713,42,sin
2598,camila builes,carrera 20#20-20,andres@sura.com.co,7370279,42,2005-10-20
4297,mauro yepes,carrera50#26-29,cindy@sura.com.co,2477437,42,sin
1033,santiago posada,carrera 19#59-10,andres@sura.com.co,8703371,46,2005-10-20
1021,mauro yepes,calle 10 #50-347 medellin,juangalleo@sura.com,7646149,42,1999-05-10
1450,mauro yepes,calle 40#30-30,juangalleo@sura.com,7589195,45,2020-07-23
897,israel alzate,carrera 19#59-10,isra@sura.com,3279475,43,nan
783,camila builes,carrera 20#20-20,juangalleo@sura.com,3571448,42,sin
3651,camila builes,carrera 19#59-10,cindy@sura.com.co,8665518,46,2010-03-15
3378,andres gallego,carrera50#26-29,andres@sura.com.co,6686553,42,nan
1934,mauro yepes,carrera 20#20-20,juangalleo@sura.com,4701886,44,1999-05-10
4558,santiago posada,calle 40#30-30,isra@sura.com,5627858,42,2010-03-15
4575,camila builes,carrera50#26-29,juangalleo@sura.com,6591964,42,-
4988,israel alzate,carrera 20#20-20,juangalleo@sura.com,6320971,46,2010-03-15
4287,camila builes,carrera 20#20-20,cindy@sura.com.co,4488816,43,2020-07-23
1919,andres gallego,carrera 19#59-10,isra@sura.com,5816140,44,2010-03-15
780,mauro yepes,calle 40#30-30,cindy@sura.com.co,9071275,44,2020-07-23
4204,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,2728754,45,nan
4081,mauro yepes,carrera50#26-29,andres@sura.com.co,8533955,45,-
3241,andres gallego,carrera 19#59-10,juangalleo@sura.com,8598405,42,2005-10-20
4499,camila builes,carrera 20#20-20,isra@sura.com,9986002,46,2005-10-20
2566,camila builes,carrera 20#20-20,cindy@sura.com.co,3546700,42,2020-07-23
1009,andres gallego,carrera 19#59-10,andres@sura.com.co,3860019,44,1999-05-10
1133,andres gallego,calle 10 #50-347 medellin,cindy@sura.com.co,9954004,46,nan
3663,andres gallego,carrera 20#20-20,juangalleo@sura.com,4016585,42,nan
1644,israel alzate,carrera 20#20-20,isra@sura.com,2978131,42,nan
2712,andres gallego,calle 40#30-30,isra@sura.com,6494279,43,sin
4306,andres gallego,carrera 19#59-10,andres@sura.com.co,8674373,43,2020-07-23
1742,camila builes,carrera50#26-29,cindy@sura.com.co,8121381,45,2020-07-23
3550,mauro yepes,carrera 19#59-10,juangalleo@sura.com,6837645,42,2005-10-20
3629,santiago posada,carrera 20#20-20,juangalleo@sura.com,3755926,46,2020-07-23
3434,mauro yepes,carrera 19#59-10,andres@sura.com.co,6956614,42,2020-07-23
2098,camila builes,carrera 19#59-10,isra@sura.com,2299344,43,1999-05-10
2587,mauro yepes,carrera 19#59-10,andres@sura.com.co,3817010,43,2010-03-15
4718,israel alzate,calle 40#30-30,juangalleo@sura.com,6680394,42,1999-05-10
1320,camila builes,calle 10 #50-347 medellin,andres@sura.com.co,4118847,44,2020-07-23
2684,camila builes,calle 10 #50-347 medellin,cindy@sura.com.co,2456633,42,sin
1007,mauro yepes,calle 40#30-30,isra@sura.com,5784447,44,2005-10-20
4455,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,5074880,46,nan
2600,andres gallego,carrera 19#59-10,isra@sura.com,4888295,44,2010-03-15
3236,santiago posada,carrera50#26-29,cindy@sura.com.co,3243630,44,-
608,santiago posada,carrera 19#59-10,juangalleo@sura.com,8476725,44,sin
3515,andres gallego,carrera 19#59-10,isra@sura.com,8692973,46,-
4152,santiago posada,carrera 20#20-20,andres@sura.com.co,9832205,45,nan
3737,mauro yepes,carrera 19#59-10,juangalleo@sura.com,3221161,45,-
2224,santiago posada,calle 10 #50-347 medellin,juangalleo@sura.com,9989708,45,2005-10-20
3238,santiago posada,carrera50#26-29,isra@sura.com,7155742,42,nan
810,andres gallego,calle 40#30-30,cindy@sura.com.co,3266199,46,2010-03-15
2094,israel alzate,calle 40#30-30,juangalleo@sura.com,3931822,46,nan
4951,santiago posada,carrera 20#20-20,andres@sura.com.co,8522197,46,1999-05-10
4541,santiago posada,carrera50#26-29,isra@sura.com,2694069,44,nan
4744,israel alzate,calle 40#30-30,isra@sura.com,6359050,44,sin
3903,mauro yepes,carrera50#26-29,isra@sura.com,6848117,45,-
3104,camila builes,calle 10 #50-347 medellin,cindy@sura.com.co,4104194,44,2020-07-23
4323,israel alzate,carrera 19#59-10,juangalleo@sura.com,4320682,42,-
929,andres gallego,calle 40#30-30,isra@sura.com,4821086,46,1999-05-10
4961,andres gallego,carrera 19#59-10,isra@sura.com,2354466,42,sin
4557,israel alzate,carrera 19#59-10,isra@sura.com,2468703,46,1999-05-10
3270,camila builes,carrera 19#59-10,juangalleo@sura.com,3524203,45,-
2509,andres gallego,carrera 19#59-10,isra@sura.com,4263658,42,nan
2933,camila builes,calle 40#30-30,cindy@sura.com.co,4657642,44,2010-03-15
3972,mauro yepes,carrera50#26-29,andres@sura.com.co,9896336,44,2010-03-15
1683,andres gallego,calle 40#30-30,cindy@sura.com.co,9562347,46,2020-07-23
4260,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,5485438,45,2010-03-15
1516,camila builes,calle 40#30-30,cindy@sura.com.co,8870484,43,2005-10-20
1786,santiago posada,calle 10 #50-347 medellin,juangalleo@sura.com,7753174,42,1999-05-10
4997,israel alzate,carrera50#26-29,cindy@sura.com.co,8846484,43,2020-07-23
3579,camila builes,carrera50#26-29,andres@sura.com.co,8261329,42,2005-10-20
1760,santiago posada,carrera 20#20-20,isra@sura.com,8613495,46,sin
2328,camila builes,carrera50#26-29,juangalleo@sura.com,6069563,44,2005-10-20
1724,mauro yepes,calle 10 #50-347 medellin,cindy@sura.com.co,7928555,43,-
2975,camila builes,carrera 20#20-20,andres@sura.com.co,9587559,43,2010-03-15
4077,israel alzate,calle 40#30-30,cindy@sura.com.co,5043266,43,2020-07-23
3718,camila builes,calle 40#30-30,isra@sura.com,4484882,43,nan
1996,camila builes,carrera 19#59-10,andres@sura.com.co,3471822,45,2010-03-15
3220,santiago posada,carrera 19#59-10,cindy@sura.com.co,8108642,42,-
2965,andres gallego,calle 10 #50-347 medellin,juangalleo@sura.com,3238930,43,2020-07-23
938,camila builes,carrera50#26-29,andres@sura.com.co,8629341,46,2020-07-23
4337,israel alzate,calle 40#30-30,isra@sura.com,2677066,43,2005-10-20
3126,andres gallego,calle 40#30-30,juangalleo@sura.com,8721018,42,2020-07-23
4617,santiago posada,carrera 19#59-10,isra@sura.com,5263571,45,2010-03-15
4430,israel alzate,carrera 19#59-10,isra@sura.com,6348397,44,2020-07-23
1847,mauro yepes,carrera50#26-29,juangalleo@sura.com,6729110,43,1999-05-10
4019,camila builes,calle 40#30-30,isra@sura.com,4421581,43,2010-03-15
3730,andres gallego,carrera50#26-29,cindy@sura.com.co,2915012,44,2010-03-15
1427,andres gallego,carrera 19#59-10,andres@sura.com.co,4297747,44,1999-05-10
3635,israel alzate,calle 40#30-30,isra@sura.com,6048965,45,2005-10-20
3872,andres gallego,carrera50#26-29,juangalleo@sura.com,5371613,44,nan
3960,andres gallego,carrera 20#20-20,cindy@sura.com.co,9718351,46,-
3329,mauro yepes,carrera50#26-29,juangalleo@sura.com,5668231,45,2020-07-23
3805,israel alzate,carrera50#26-29,andres@sura.com.co,3690274,44,sin
1636,mauro yepes,carrera 19#59-10,juangalleo@sura.com,2352926,43,2010-03-15
4270,santiago posada,carrera 19#59-10,isra@sura.com,2627650,46,2005-10-20
2681,mauro yepes,carrera 19#59-10,andres@sura.com.co,5476536,43,-
2561,santiago posada,carrera 19#59-10,cindy@sura.com.co,3825414,45,2010-03-15
1775,mauro yepes,carrera 20#20-20,andres@sura.com.co,7667459,43,sin
411,andres gallego,calle 40#30-30,isra@sura.com,5590745,43,nan
1357,andres gallego,carrera50#26-29,cindy@sura.com.co,4169636,46,-
3694,camila builes,calle 10 #50-347 medellin,andres@sura.com.co,6377836,45,2020-07-23
2430,camila builes,carrera 20#20-20,andres@sura.com.co,3457220,46,-
2865,santiago posada,calle 40#30-30,cindy@sura.com.co,9805234,44,1999-05-10
1507,santiago posada,calle 10 #50-347 medellin,isra@sura.com,8998965,45,nan
4907,santiago posada,carrera 19#59-10,andres@sura.com.co,5569550,46,-
4027,andres gallego,carrera 19#59-10,andres@sura.com.co,8729074,42,2005-10-20
969,camila builes,carrera50#26-29,isra@sura.com,2817852,42,1999-05-10
4731,israel alzate,calle 40#30-30,andres@sura.com.co,8774238,43,nan
2798,mauro yepes,carrera 19#59-10,cindy@sura.com.co,9172146,43,sin
1841,mauro yepes,calle 10 #50-347 medellin,cindy@sura.com.co,8424829,45,-
2234,mauro yepes,carrera 19#59-10,cindy@sura.com.co,4649804,44,nan
512,israel alzate,carrera 19#59-10,andres@sura.com.co,7290186,44,2005-10-20
2570,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,3191457,46,sin
708,camila builes,carrera50#26-29,cindy@sura.com.co,3700864,43,nan
915,camila builes,carrera 19#59-10,isra@sura.com,8083127,45,sin
3808,camila builes,calle 10 #50-347 medellin,cindy@sura.com.co,6085899,43,2010-03-15
992,santiago posada,carrera 20#20-20,andres@sura.com.co,7450434,42,nan
1752,mauro yepes,carrera 19#59-10,isra@sura.com,3231963,44,2005-10-20
3105,mauro yepes,calle 40#30-30,isra@sura.com,4362095,46,-
1413,andres gallego,calle 10 #50-347 medellin,andres@sura.com.co,3581266,44,2010-03-15
4653,santiago posada,calle 10 #50-347 medellin,isra@sura.com,7349161,44,2005-10-20
2436,santiago posada,carrera 19#59-10,juangalleo@sura.com,7101318,45,sin
1161,mauro yepes,calle 10 #50-347 medellin,andres@sura.com.co,5902632,46,2010-03-15
1930,mauro yepes,calle 10 #50-347 medellin,cindy@sura.com.co,7684120,46,2020-07-23
1032,mauro yepes,carrera 19#59-10,isra@sura.com,8153077,42,-
1379,camila builes,carrera 19#59-10,juangalleo@sura.com,9820002,43,sin
446,santiago posada,calle 10 #50-347 medellin,juangalleo@sura.com,6073737,46,2020-07-23
3093,santiago posada,carrera 20#20-20,juangalleo@sura.com,6581883,44,-
2340,andres gallego,calle 10 #50-347 medellin,juangalleo@sura.com,7727166,44,2010-03-15
2423,mauro yepes,calle 10 #50-347 medellin,isra@sura.com,7776565,43,2020-07-23
2136,israel alzate,carrera50#26-29,isra@sura.com,4474159,42,nan
3030,santiago posada,calle 40#30-30,isra@sura.com,2488867,44,2005-10-20
436,mauro yepes,carrera 19#59-10,cindy@sura.com.co,2576328,43,1999-05-10
4297,camila builes,carrera50#26-29,juangalleo@sura.com,2276983,44,-
734,mauro yepes,calle 10 #50-347 medellin,juangalleo@sura.com,4321759,43,1999-05-10
677,camila builes,calle 40#30-30,juangalleo@sura.com,2748782,43,sin
1970,andres gallego,carrera50#26-29,cindy@sura.com.co,9407338,44,sin
938,andres gallego,carrera50#26-29,isra@sura.com,9704197,42,2005-10-20
3355,santiago posada,calle 10 #50-347 medellin,andres@sura.com.co,5608069,45,nan
545,santiago posada,carrera50#26-29,cindy@sura.com.co,7211682,45,sin
3790,camila builes,carrera 19#59-10,cindy@sura.com.co,2663849,46,2020-07-23
685,camila builes,carrera50#26-29,isra@sura.com,4445329,45,sin
327,santiago posada,calle 10 #50-347 medellin,juangalleo@sura.com,4352207,44,2010-03-15
1064,mauro yepes,carrera 19#59-10,cindy@sura.com.co,2872616,46,-
4772,camila builes,carrera50#26-29,isra@sura.com,2969114,44,2005-10-20
1006,israel alzate,carrera 20#20-20,andres@sura.com.co,8039431,42,-
4877,mauro yepes,calle 40#30-30,andres@sura.com.co,7754208,42,2010-03-15
3558,santiago posada,calle 10 #50-347 medellin,andres@sura.com.co,4604097,43,nan
3049,mauro yepes,carrera 19#59-10,andres@sura.com.co,5683107,44,1999-05-10
1809,andres gallego,calle 40#30-30,cindy@sura.com.co,7000787,44,sin
836,andres gallego,carrera50#26-29,andres@sura.com.co,8464076,42,2010-03-15
1805,camila builes,carrera 20#20-20,andres@sura.com.co,5977298,43,2020-07-23
3687,camila builes,calle 40#30-30,juangalleo@sura.com,6071912,46,2005-10-20
1381,camila builes,carrera 20#20-20,cindy@sura.com.co,4903462,44,nan
859,mauro yepes,calle 40#30-30,cindy@sura.com.co,4184824,45,1999-05-10
2096,camila builes,carrera50#26-29,andres@sura.com.co,5482954,43,sin
2056,santiago posada,carrera 20#20-20,isra@sura.com,8438783,45,-
565,mauro yepes,calle 40#30-30,juangalleo@sura.com,7546240,46,1999-05-10
3427,santiago posada,calle 10 #50-347 medellin,isra@sura.com,6975126,44,sin
4498,santiago posada,carrera50#26-29,cindy@sura.com.co,8638958,42,-
2904,camila builes,calle 40#30-30,cindy@sura.com.co,8722401,46,2010-03-15
612,santiago posada,carrera 19#59-10,juangalleo@sura.com,7660038,46,nan
3591,mauro yepes,carrera50#26-29,isra@sura.com,9465962,42,2005-10-20
1203,camila builes,calle 10 #50-347 medellin,isra@sura.com,2888069,45,sin
1729,mauro yepes,carrera 19#59-10,cindy@sura.com.co,6932342,43,2005-10-20
4743,camila builes,calle 10 #50-347 medellin,isra@sura.com,3567294,43,2020-07-23
2424,israel alzate,carrera 19#59-10,andres@sura.com.co,3234079,45,sin
2708,israel alzate,calle 40#30-30,isra@sura.com,3381113,45,1999-05-10
910,israel alzate,calle 10 #50-347 medellin,cindy@sura.com.co,5280987,42,2020-07-23
3607,israel alzate,carrera 19#59-10,andres@sura.com.co,2861861,43,1999-05-10
4106,santiago posada,calle 40#30-30,juangalleo@sura.com,6201165,44,sin
4091,santiago posada,carrera 20#20-20,isra@sura.com,6755348,43,sin
2339,santiago posada,calle 40#30-30,juangalleo@sura.com,3396178,44,2010-03-15
4149,israel alzate,carrera 19#59-10,andres@sura.com.co,6147997,44,sin
1538,israel alzate,carrera 19#59-10,isra@sura.com,5540865,45,-
2230,israel alzate,carrera50#26-29,andres@sura.com.co,3895947,43,2010-03-15
456,andres gallego,calle 40#30-30,isra@sura.com,8510326,43,2010-03-15
361,israel alzate,calle 40#30-30,juangalleo@sura.com,8775514,42,2005-10-20
4628,camila builes,carrera 19#59-10,andres@sura.com.co,7858588,45,2020-07-23
2283,camila builes,carrera 19#59-10,cindy@sura.com.co,7181343,43,-
2333,mauro yepes,carrera 19#59-10,isra@sura.com,2441722,46,2020-07-23
700,israel alzate,carrera 19#59-10,cindy@sura.com.co,6415540,43,1999-05-10
1689,camila builes,calle 40#30-30,juangalleo@sura.com,8420464,43,nan
2066,camila builes,calle 10 #50-347 medellin,andres@sura.com.co,3207822,43,1999-05-10
4198,mauro yepes,carrera 19#59-10,juangalleo@sura.com,3439327,46,sin
955,santiago posada,calle 40#30-30,isra@sura.com,8935546,44,sin
2588,israel alzate,calle 10 #50-347 medellin,isra@sura.com,9379295,42,2020-07-23
2943,andres gallego,carrera 19#59-10,juangalleo@sura.com,5134327,45,2010-03-15
1276,camila builes,calle 40#30-30,isra@sura.com,7295296,44,2005-10-20
3953,camila builes,calle 40#30-30,isra@sura.com,9921857,44,1999-05-10
4569,camila builes,carrera 20#20-20,andres@sura.com.co,8289213,46,2020-07-23
